LABTY,LABTY_OLD,LABTX,AFLAG,LABIE,LABIV,LABIM,RL1IE,RL2IE,RL3IE,RL4IE,RL5IE,RL1IV,RL2IV,RL3IV,RL4IV,RL5IV,DBPTL,DPATH_OLD,UPATH,HTXIV,HLPTX,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,MAXLT,PLCHD,UNQID,DBPCL
INCPR_NEARMISS_T1_LABEL2,INCPR_potentialnearmiss,Potential Near Miss,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NMPOT,NRMPT,/NearMissDetails/T1LB2,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:33:08,50,Select Potential Near Miss,1285,T1LB2
NEARMISS_T1_LABEL2,potentialnearmiss,Potential Near Miss,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NMPOT,NRMPT,/NearMissDetails/T1LB2,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:33:09,50,Select Potential Near Miss,1276,T1LB2
INCPR_NEARMISS_T1_LABEL3,INCPR_NERMS_CUSTOM1,Custom1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,CSTM1,/NearMissDetails/T1LB3,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:33:37,1000,Maximum character limit is 1000,1286,T1LB3
NEARMISS_T1_LABEL3,NERMS_CUSTOM1,Custom1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,CSTM1,/NearMissDetails/T1LB3,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:33:37,1000,Maximum character limit is 1000,1277,T1LB3
INCPR_NEARMISS_T1_LABEL4,INCPR_NERMS_CUSTOM2,Custom2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,CSTM2,/NearMissDetails/T1LB4,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:34:08,1000,Maximum character limit is 1000,1287,T1LB4
NEARMISS_T1_LABEL4,NERMS_CUSTOM2,Custom2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,CSTM2,/NearMissDetails/T1LB4,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:34:08,1000,Maximum character limit is 1000,1278,T1LB4
INCPR_NEARMISS_T1_LABEL5,INCPR_nearmissdescription,Near Miss Description,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,NEADS,/NearMissDetails/T1LB5,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:34:32,5000,Maximum character limit is 5000,1288,T1LB5
NEARMISS_T1_LABEL5,nearmissdescription,Near Miss Description,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,NEADS,/NearMissDetails/T1LB5,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:34:32,5000,Maximum character limit is 5000,1279,T1LB5
INCPR_NEARMISS_T1_LABEL6,INCPR_hownearmissavoided,How Near Miss can be avoided,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,NMAVD,/NearMissDetails/T1LB6,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:35:06,5000,Maximum character limit is 5000,1289,T1LB6
NEARMISS_T1_LABEL6,hownearmissavoided,How Near Miss can be avoided,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,NMAVD,/NearMissDetails/T1LB6,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:35:06,5000,Maximum character limit is 5000,1280,T1LB6
INCPR_NEARMISS_T1_LABEL7,INCPR_immediateactiontoprevent,Immediate action to prevent,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,IMMAC,/NearMissDetails/T1LB7,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:35:41,5000,Maximum character limit is 5000,1290,T1LB7
NEARMISS_T1_LABEL7,immediateactiontoprevent,Immediate action to prevent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,IMMAC,/NearMissDetails/T1LB7,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:35:41,5000,Maximum character limit is 5000,1281,T1LB7
INCPR_NEARMISS_T1_LABEL8,INCPR_NERMS_CUSTOM3,Custom 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,CSTM3,/NearMissDetails/T1LB8,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:43:09,5000,Maximum character limit is 5000,1291,T1LB8
NEARMISS_T1_LABEL8,NERMS_CUSTOM3,Custom 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_NRMIS,CSTM3,/NearMissDetails/T1LB8,1,,0,DB_SLS1128,25.02.2025,13:56:43,DB_SLS1128,11.03.2025,10:43:09,5000,Maximum character limit is 5000,1282,T1LB8
FIRSTAID_T1_LABEL2,FIRAD_CUSTOM1,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_CSTM1,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>FirstAider/T1LB2},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,11:52:43,1000,Maximum character limit is 1000,217,T1LB1
FIRSTAID_T1_LABEL3,FIRAD_CUSTOM2,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_CSTM2,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>FirstAider/T1LB3},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,11:57:37,1000,Maximum character limit is 1000,218,T1LB2
FIRSTAID_T1_LABEL4,treatmentrender,What was the treatment rendered?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_TRTRD,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>FirstAider/T1LB4},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:03:42,5000,Maximum character limit is 5000,219,T1LB3
FIRSTAID_T1_LABEL5,arrangmentforinjure,Please describe what happened and what is the arrangement made for the ill/injured person?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_ARRAG,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>FirstAider/T1LB5},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:04:10,5000,Maximum character limit is 5000,220,T1LB4
FIRSTAID_T1_LABEL6,FIRAD_CUSTOM3,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FISAL,INC_T_FISAL_CSTM3,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>FirstAider/T1LB6},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:04:38,5000,Maximum character limit is 5000,221,T1LB5
INJURY_T1_LABEL1,isItRecordable,Is It Recordable?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ISREC,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB1},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:06:14,50,,224,T1LB1
INJURY_T1_LABEL3,INJPR_CUSTOM3,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM1,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB3},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:07:21,1000,Maximum character limit is 1000,226,T1LB3
INJURY_T1_LABEL4,INJPR_CUSTOM4,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM2,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB4},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:07:46,1000,Maximum character limit is 1000,227,T1LB4
INJURY_T1_LABEL5,isItReportable,Is It Reportable?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ISREP,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB5},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:08:07,50,,228,T1LB5
INJURY_T1_LABEL6,takentomed,Was the injured taken to a medical facility?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_MEDFC,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB6},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:08:32,50,,229,T1LB6
INJURY_T1_LABEL7,facilityname,Facility name,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_FACNM,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB7},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:09:02,250,Maximum character limit is 250,230,T1LB7
INJURY_T1_LABEL8,doctorname,Doctor name,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_DOCNM,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB8},1,,0,S0025570616,10.02.2025,13:35:27,DB_SLS1128,11.03.2025,12:09:25,250,Maximum character limit is 250,231,T1LB8
INJURY_T1_LABEL9,INJPR_CUSTOM11,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM7,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB9},1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:09:51,1000,Maximum character limit is 1000,232,T1LB9
INJURY_T1_LABEL10,INJPR_CUSTOM12,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM8,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB10},1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:10:13,1000,Maximum character limit is 1000,233,T1LB10
INJURY_T1_LABEL12,INJPR_CUSTOM5,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM3,{worklistView>/IncidentDetails/InvolvedPeople} - {worklistView>WorkplaceInjury/T1LB12},1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:10:59,5000,Maximum character limit is 5000,235,T1LB12
INCPR_INJURY_T1_LABEL13,INCPR_injuredstatement,Injured person statement,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_INJPS,WorkplaceInjury/T1LB13,1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,11.03.2025,12:11:35,5000,Maximum character limit is 5000,284,T1LB13
INJURY_T1_LABEL13,injuredstatement,Injured person statement,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_INJPS,WorkplaceInjury/T1LB13,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:11:36,5000,Maximum character limit is 5000,244,T1LB13
INCPR_INJURY_T2_LABEL1,INCPR_INJPR_CUSTOM6,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM4,WorkplaceInjury/T2LB1,1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,11.03.2025,12:12:06,1000,Maximum character limit is 1000,286,T2LB1
INJURY_T2_LABEL1,INJPR_CUSTOM6,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM4,WorkplaceInjury/T2LB1,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:12:07,1000,Maximum character limit is 1000,246,T2LB1
INCPR_INJURY_T2_LABEL2,INCPR_INJPR_CUSTOM7,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM5,WorkplaceInjury/T2LB2,1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,11.03.2025,12:12:27,1000,Maximum character limit is 1000,287,T2LB2
INJURY_T2_LABEL2,INJPR_CUSTOM7,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM5,WorkplaceInjury/T2LB2,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:12:27,1000,Maximum character limit is 1000,247,T2LB2
INCPR_INJURY_T2_LABEL3,INCPR_anyalternativeduty,Any alternative duties available?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ISALT,WorkplaceInjury/T2LB3,1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,11.03.2025,12:12:50,50,,288,T2LB3
INJURY_T2_LABEL3,anyalternativeduty,Any alternative duties available?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ISALT,WorkplaceInjury/T2LB3,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:12:51,50,,248,T2LB3
INCPR_INJURY_T2_LABEL4,INCPR_anyimpactonwork,Any impact on work ability?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ANWAB,WorkplaceInjury/T2LB4,1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,11.03.2025,12:13:08,50,,289,T2LB4
INJURY_T2_LABEL4,anyimpactonwork,Any impact on work ability?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ANWAB,WorkplaceInjury/T2LB4,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:13:09,50,,249,T2LB4
INCPR_INJURY_T2_LABEL5,INCPR_selectaltduty,Select alternative duty,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ALTOP,WorkplaceInjury/T2LB5,1,,0,S0025570616,10.02.2025,13:38:14,DB_SLS1128,11.03.2025,12:13:39,50,,290,T2LB5
INJURY_T2_LABEL5,selectaltduty,Select alternative duty,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_ALTOP,WorkplaceInjury/T2LB5,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:13:40,50,,250,T2LB5
INCPR_INJURY_T2_LABEL6,INCPR_descimpactonwork,Describe impact on work ability,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_DIMAB,WorkplaceInjury/T2LB6,1,,0,S0025570616,10.02.2025,13:38:15,DB_SLS1128,11.03.2025,12:14:10,5000,Maximum character limit is 5000,291,T2LB6
INJURY_T2_LABEL6,descimpactonwork,Describe impact on work ability,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_DIMAB,WorkplaceInjury/T2LB6,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:14:11,5000,Maximum character limit is 5000,251,T2LB6
INCPR_INJURY_T2_LABEL7,INCPR_INJPR_CUSTOM8,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM6,WorkplaceInjury/T2LB7,1,,0,S0025570616,10.02.2025,13:38:15,DB_SLS1128,11.03.2025,12:14:33,5000,Maximum character limit is 5000,292,T2LB7
INJURY_T2_LABEL7,INJPR_CUSTOM8,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_WPIDT,INC_T_WPIDT_CSTM6,WorkplaceInjury/T2LB7,1,,0,S0025570616,10.02.2025,13:35:28,DB_SLS1128,11.03.2025,12:14:33,5000,Maximum character limit is 5000,252,T2LB7
INCPR_ERGO_T1_LABEL1,INCPR_typeofergo,Type of ergonomics,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGTY,INC_T_ERGNM_ERTYP,/Ergonomics/T1LB1,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:18:19,50,,312,T1LB1
ERGO_T1_LABEL1,typeofergo,Type of ergonomics,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGTY,INC_T_ERGNM_ERTYP,/Ergonomics/T1LB1,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:18:20,50,,295,T1LB1
INCPR_ERGO_T1_LABEL3,INCPR_ERGON_CUSTOM1,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CSTM1,/Ergonomics/T1LB3,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:19:53,1000,Maximum character limit is 1000,314,T1LB3
ERGO_T1_LABEL3,ERGON_CUSTOM1,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CSTM1,/Ergonomics/T1LB3,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:19:53,1000,Maximum character limit is 1000,297,T1LB3
INCPR_ERGO_T1_LABEL4,INCPR_ERGON_CUSTOM2,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CSTM2,/Ergonomics/T1LB4,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:20:15,1000,Maximum character limit is 1000,315,T1LB4
ERGO_T1_LABEL4,ERGON_CUSTOM2,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CSTM2,/Ergonomics/T1LB4,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:20:15,1000,Maximum character limit is 1000,298,T1LB4
INCPR_ERGO_T1_LABEL2,INCPR_ergomostapplicable,Please select the type of ergonomics that is most applicable,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERTMA,INC_T_ERGNM_MATYP,/Ergonomics/T1LB2,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:20:50,50,,313,T1LB2
ERGO_T1_LABEL2,ergomostapplicable,Please select the type of ergonomics that is most applicable,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERTMA,INC_T_ERGNM_MATYP,/Ergonomics/T1LB2,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:20:50,50,,296,T1LB2
INCPR_ERGO_T2_LABEL1,INCPR_ergoassessmentq,Have you previously had an ergonomic assessment completed?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_ERGCP,/Ergonomics/T2LB1,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:21:16,50,,317,T2LB1
ERGO_T2_LABEL1,ergoassessmentq,Have you previously had an ergonomic assessment completed?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_ERGCP,/Ergonomics/T2LB1,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:21:16,50,,300,T2LB1
INCPR_ERGO_T2_LABEL3,INCPR_howlongworkstation,How long have you been in your current workstation?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CRWOK,/Ergonomics/T2LB3,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:21:46,50,,319,T2LB3
ERGO_T2_LABEL3,howlongworkstation,How long have you been in your current workstation?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CRWOK,/Ergonomics/T2LB3,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:21:46,50,,302,T2LB3
INCPR_ERGO_T2_LABEL2,INCPR_howoftenselfassess,How often you complete self-assessment of your work station?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_SFASC,/Ergonomics/T2LB2,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:22:44,50,,318,T2LB2
ERGO_T2_LABEL2,howoftenselfassess,How often you complete self-assessment of your work station?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_SFASC,/Ergonomics/T2LB2,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:22:45,50,,301,T2LB2
INCPR_ERGO_T2_LABEL4,INCPR_ergonmicrequestingq,Are you requesting an ergonomic assessment because you are having an issue with one of the items,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_REQAS,/Ergonomics/T2LB4,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:23:12,50,,320,T2LB4
ERGO_T2_LABEL4,ergonmicrequestingq,Are you requesting an ergonomic assessment because you are having an issue with one of the items,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_REQAS,/Ergonomics/T2LB4,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:23:12,50,,303,T2LB4
INCPR_ERGO_T2_LABEL5,INCPR_mouseuse,What type of mouse do you currently use?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_MOSTP,/Ergonomics/T2LB5,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:24:33,50,,321,T2LB5
ERGO_T2_LABEL5,mouseuse,What type of mouse do you currently use?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_MOSTP,/Ergonomics/T2LB5,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:24:34,50,,304,T2LB5
INCPR_ERGO_T2_LABEL6,INCPR_keyboarduse,What type of keyboard do you currently have?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_KEYTP,/Ergonomics/T2LB6,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:24:50,50,,322,T2LB6
ERGO_T2_LABEL6,keyboarduse,What type of keyboard do you currently have?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_KEYTP,/Ergonomics/T2LB6,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:24:51,50,,305,T2LB6
INCPR_ERGO_T3_LABEL1,INCPR_acuteinfo,Please provide brief description on acute related incident,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_ACUDS,/Ergonomics/T3LB1,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:25:15,5000,Maximum character limit is 5000,324,T3LB1
ERGO_T3_LABEL1,acuteinfo,Please provide brief description on acute related incident,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_ACUDS,/Ergonomics/T3LB1,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:25:15,5000,Maximum character limit is 5000,307,T3LB1
INCPR_ERGO_T3_LABEL2,INCPR_chronicinfo,Please provide brief description on chronic related incident,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CHRDS,/Ergonomics/T3LB2,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:25:43,5000,Maximum character limit is 5000,325,T3LB2
ERGO_T3_LABEL2,chronicinfo,Please provide brief description on chronic related incident,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CHRDS,/Ergonomics/T3LB2,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:25:44,5000,Maximum character limit is 5000,308,T3LB2
INCPR_ERGO_T3_LABEL3,INCPR_ERGON_CUSTOM3,Custom 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CSTM3,/Ergonomics/T3LB3,1,,0,S0025570616,10.02.2025,14:24:37,DB_SLS1128,11.03.2025,12:26:08,5000,Maximum character limit is 5000,326,T3LB3
ERGO_T3_LABEL3,ERGON_CUSTOM3,Custom 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ERGNM,INC_T_ERGNM_CSTM3,/Ergonomics/T3LB3,1,,0,S0025570616,10.02.2025,14:19:55,DB_SLS1128,11.03.2025,12:26:08,5000,Maximum character limit is 5000,309,T3LB3
INCPR_MOTOR_T1_LABEL1,INCPR_vehicleownedby,Vehicle owned by,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_VEHOB,VehicleDetails/T1LB1,1,,0,S0025570616,11.02.2025,06:57:57,DB_SLS1128,11.03.2025,12:27:01,50,,383,T1LB1
MOTOR_T1_LABEL1,vehicleownedby,Vehicle owned by,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_VEHOB,VehicleDetails/T1LB1,1,,0,S0025570616,11.02.2025,06:50:52,DB_SLS1128,11.03.2025,12:27:01,50,,328,T1LB1
INCPR_MOTOR_T1_LABEL2,INCPR_year,Year,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_VYEAR,VehicleDetails/T1LB2,1,,0,S0025570616,11.02.2025,06:57:57,DB_SLS1128,11.03.2025,12:28:17,50,Maximum character limit is 50,384,T1LB2
MOTOR_T1_LABEL2,year,Year,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_VYEAR,VehicleDetails/T1LB2,1,,0,S0025570616,11.02.2025,06:50:52,DB_SLS1128,11.03.2025,12:28:17,50,Maximum character limit is 50,329,T1LB2
INCPR_MOTOR_T1_LABEL3,INCPR_model,Model,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_MODEL,VehicleDetails/T1LB3,1,,0,S0025570616,11.02.2025,06:57:57,DB_SLS1128,11.03.2025,12:28:40,100,Maximum character limit is 100,385,T1LB3
MOTOR_T1_LABEL3,model,Model,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_MODEL,VehicleDetails/T1LB3,1,,0,S0025570616,11.02.2025,06:50:52,DB_SLS1128,11.03.2025,12:28:40,100,Maximum character limit is 100,330,T1LB3
INCPR_MOTOR_T1_LABEL4,INCPR_owner,Owner,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT,INC_T_MTVDT_OWNER,VehicleDetails/T1LB4,1,,0,S0025570616,11.02.2025,06:57:57,DB_SLS1128,11.03.2025,12:29:00,250,Maximum character limit is 250,386,T1LB4
